attraction_id,stadium_code,stadium_name,category,category_group_code,name,category_detail,address,lng_x,lat_y,distance_m,phone,place_url,kakao_place_id,in_stadium_flag,source
KKO_JAMSIL_024,JAMSIL,잠실야구장,음식점,FD6,대진물산,"음식점 > 한식 > 해물,생선 > 조개",서울 송파구 잠실동 1-2,127.0818182595232,37.51882407199245,595,0507-1495-9295,http://place.map.kakao.com/1870190648,1870190648,N,KAKAO_LOCAL_API
KKO_JAMSIL_025,JAMSIL,잠실야구장,음식점,FD6,써브마켓 잠실야구장,음식점 > 패스트푸드 > 샌드위치,서울 송파구 잠실동 122,127.073356131812,37.510969274829,623,070-7808-1183,http://place.map.kakao.com/66889485,66889485,N,KAKAO_LOCAL_API
KKO_JAMSIL_026,JAMSIL,잠실야구장,음식점,FD6,진김밥,음식점 > 분식,서울 송파구 올림픽로 지하 23,127.07334934456536,37.510968378039664,624,,http://place.map.kakao.com/1465069378,1465069378,N,KAKAO_LOCAL_API
KKO_JAMSIL_027,JAMSIL,잠실야구장,음식점,FD6,송사부수제쌀고로케 잠실야구장3루점,"음식점 > 간식 > 제과,베이커리 > 송사부수제쌀고로케",서울 송파구 올림픽로 25,127.07086524306777,37.511857383613716,658,,http://place.map.kakao.com/997588404,997588404,N,KAKAO_LOCAL_API
KKO_JAMSIL_028,JAMSIL,잠실야구장,음식점,FD6,나폴레옹제과점 잠실점,"음식점 > 간식 > 제과,베이커리",서울 송파구 백제고분로 67,127.07898181772742,37.510766525232626,660,,http://place.map.kakao.com/12443865,12443865,N,KAKAO_LOCAL_API
KKO_JAMSIL_029,JAMSIL,잠실야구장,음식점,FD6,편백재샤브칼국수,음식점 > 한식 > 국수 > 칼국수,서울 송파구 올림픽로8길 6,127.07988817700817,37.51112451539741,662,02-417-3291,http://place.map.kakao.com/1922279717,1922279717,N,KAKAO_LOCAL_API
KKO_JAMSIL_030,JAMSIL,잠실야구장,음식점,FD6,봉추찜닭 잠실새내점,"음식점 > 한식 > 육류,고기 > 닭요리 > 봉추찜닭",서울 송파구 올림픽로8길 6,127.079887047866,37.5111263181695,662,02-415-6981,http://place.map.kakao.com/1866150282,1866150282,N,KAKAO_LOCAL_API
KKO_JAMSIL_031,JAMSIL,잠실야구장,음식점,FD6,미사랑 잠실직영점,음식점 > 한식,서울 송파구 올림픽로 88,127.080369124134,37.5113530442013,665,,http://place.map.kakao.com/18347913,18347913,N,KAKAO_LOCAL_API
KKO_JAMSIL_032,JAMSIL,잠실야구장,음식점,FD6,직화계 잠실점,음식점 > 치킨,서울 송파구 백제고분로7길 3-10,127.07932798141,37.5108230565232,667,,http://place.map.kakao.com/1705478913,1705478913,N,KAKAO_LOCAL_API
KKO_JAMSIL_033,JAMSIL,잠실야구장,음식점,FD6,수내닭꼬치 잠실야구장점,"음식점 > 한식 > 육류,고기 > 닭요리",서울 송파구 올림픽로 25,127.0711906561273,37.51150309329484,669,,http://place.map.kakao.com/1294669814,1294669814,N,KAKAO_LOCAL_API
KKO_JAMSIL_034,JAMSIL,잠실야구장,음식점,FD6,김판조닭강정 잠실점,음식점 > 간식 > 닭강정,서울 송파구 백제고분로7길 3-10,127.07931547493712,37.510761796639585,673,02-415-4791,http://place.map.kakao.com/68924189,68924189,N,KAKAO_LOCAL_API
KKO_JAMSIL_035,JAMSIL,잠실야구장,음식점,FD6,맛찬들왕소금구이 잠실점,"음식점 > 한식 > 육류,고기 > 맛찬들왕소금구이",서울 송파구 백제고분로7길 7-5,127.079558561443,37.5106760377579,691,02-425-6692,http://place.map.kakao.com/1665336800,1665336800,N,KAKAO_LOCAL_API
KKO_JAMSIL_036,JAMSIL,잠실야구장,음식점,FD6,오토김밥 잠실점,음식점 > 분식,서울 송파구 올림픽로8길 7,127.0802578078714,37.51091252883131,700,02-2643-8801,http://place.map.kakao.com/117469071,117469071,N,KAKAO_LOCAL_API
KKO_JAMSIL_037,JAMSIL,잠실야구장,음식점,FD6,홍콩반점0410 잠실새내점,음식점 > 중식 > 중국요리 > 홍콩반점0410,서울 송파구 올림픽로8길 10,127.07997373596,37.5107478377348,702,02-2202-0410,http://place.map.kakao.com/1195009840,1195009840,N,KAKAO_LOCAL_API
KKO_JAMSIL_038,JAMSIL,잠실야구장,음식점,FD6,상무초밥 잠실점,"음식점 > 일식 > 초밥,롤",서울 송파구 올림픽로 96,127.081213020683,37.5114641915132,702,02-416-3777,http://place.map.kakao.com/437494532,437494532,N,KAKAO_LOCAL_API
KKO_JAMSIL_039,JAMSIL,잠실야구장,음식점,FD6,KFC 잠실새내점,음식점 > 패스트푸드 > KFC,서울 송파구 올림픽로 96,127.081300180353,37.5115263008329,702,02-2135-8199,http://place.map.kakao.com/280269552,280269552,N,KAKAO_LOCAL_API
KKO_JAMSIL_040,JAMSIL,잠실야구장,음식점,FD6,청기와타운 잠실새내점,"음식점 > 한식 > 육류,고기 > 갈비",서울 송파구 올림픽로8길 10,127.079977112788,37.5107325183692,703,0507-1429-8101,http://place.map.kakao.com/1617078296,1617078296,N,KAKAO_LOCAL_API
KKO_JAMSIL_041,JAMSIL,잠실야구장,음식점,FD6,사보텐 신천점,"음식점 > 일식 > 돈까스,우동 > 사보텐",서울 송파구 백제고분로7길 3,127.0794124175115,37.51045178603353,707,,http://place.map.kakao.com/18825490,18825490,N,KAKAO_LOCAL_API
KKO_JAMSIL_042,JAMSIL,잠실야구장,음식점,FD6,교촌치킨 잠실1호점,음식점 > 치킨 > 교촌치킨,서울 송파구 백제고분로7길 9,127.07986155394158,37.510553296712246,716,02-416-9939,http://place.map.kakao.com/8662816,8662816,N,KAKAO_LOCAL_API
KKO_JAMSIL_043,JAMSIL,잠실야구장,음식점,FD6,아궁이왕돌구이,"음식점 > 한식 > 육류,고기 > 삼겹살",서울 송파구 백제고분로7길 15-5,127.080472601847,37.5108123712303,719,02-414-3949,http://place.map.kakao.com/1876671598,1876671598,N,KAKAO_LOCAL_API
KKO_JAMSIL_044,JAMSIL,잠실야구장,음식점,FD6,화담,"음식점 > 한식 > 육류,고기",서울 송파구 올림픽로8길 12,127.080015381175,37.5105567966269,722,,http://place.map.kakao.com/2093814807,2093814807,N,KAKAO_LOCAL_API
KKO_JAMSIL_045,JAMSIL,잠실야구장,음식점,FD6,빈궁,음식점 > 중식 > 중국요리,서울 송파구 백제고분로7길 6,127.079449578949,37.5102976893067,724,02-420-2991,http://place.map.kakao.com/10445041,10445041,N,KAKAO_LOCAL_API
KKO_JAMSIL_046,JAMSIL,잠실야구장,카페,CE7,사과나무카페,음식점 > 카페,서울 송파구 올림픽로 25,127.07529595920026,37.51215197367618,452,,http://place.map.kakao.com/1808412559,1808412559,N,KAKAO_LOCAL_API
KKO_JAMSIL_047,JAMSIL,잠실야구장,카페,CE7,빽다방 종합운동장역점,음식점 > 카페 > 커피전문점 > 빽다방,서울 송파구 올림픽로 76,127.079344576372,37.5115411457238,598,,http://place.map.kakao.com/1280186756,1280186756,N,KAKAO_LOCAL_API
KKO_JAMSIL_048,JAMSIL,잠실야구장,카페,CE7,픽베이크 잠실야구장점,음식점 > 카페 > 테마카페 > 디저트카페 > 픽베이크,서울 송파구 올림픽로 25,127.07240544235,37.5115212759883,606,,http://place.map.kakao.com/1124986731,1124986731,N,KAKAO_LOCAL_API
KKO_JAMSIL_049,JAMSIL,잠실야구장,카페,CE7,요거트아이스크림의정석 잠실야구장점,음식점 > 카페 > 테마카페 > 디저트카페 > 요거트아이스크림의정석,서울 송파구 올림픽로 25,127.07086801635259,37.512397984397786,615,,http://place.map.kakao.com/2129747040,2129747040,N,KAKAO_LOCAL_API
KKO_JAMSIL_050,JAMSIL,잠실야구장,카페,CE7,크레스타운 잠실점,음식점 > 카페,서울 송파구 백제고분로 63,127.078913146676,37.5110738135661,626,,http://place.map.kakao.com/362946062,362946062,N,KAKAO_LOCAL_API
KKO_JAMSIL_051,JAMSIL,잠실야구장,카페,CE7,매머드익스프레스 잠실종합운동장점,음식점 > 카페 > 커피전문점 > 매머드익스프레스,서울 송파구 올림픽로8길 4-11,127.079308019891,37.5111987886926,629,02-422-5727,http://place.map.kakao.com/706472509,706472509,N,KAKAO_LOCAL_API
KKO_JAMSIL_052,JAMSIL,잠실야구장,카페,CE7,갤러리덴,음식점 > 카페 > 테마카페 > 갤러리카페,서울 송파구 올림픽로 86,127.080211961831,37.5114054092641,652,02-6229-2976,http://place.map.kakao.com/1915095795,1915095795,N,KAKAO_LOCAL_API
KKO_JAMSIL_053,JAMSIL,잠실야구장,카페,CE7,스타벅스 잠실새내역점,음식점 > 카페 > 커피전문점 > 스타벅스,서울 송파구 올림픽로 96,127.08112937138624,37.511510200207084,693,1522-3232,http://place.map.kakao.com/21580658,21580658,N,KAKAO_LOCAL_API
KKO_JAMSIL_054,JAMSIL,잠실야구장,카페,CE7,스타벅스 아시아선수촌점,음식점 > 카페 > 커피전문점 > 스타벅스,서울 송파구 백제고분로 69,127.079042533793,37.510424102992,697,1522-3232,http://place.map.kakao.com/7961930,7961930,N,KAKAO_LOCAL_API
KKO_JAMSIL_055,JAMSIL,잠실야구장,카페,CE7,몬스터핸드,"가정,생활 > 여가시설 > 보드카페",서울 송파구 올림픽로8길 10,127.079974867017,37.510747836969,702,02-424-6054,http://place.map.kakao.com/496519868,496519868,N,KAKAO_LOCAL_API
KKO_JAMSIL_056,JAMSIL,잠실야구장,카페,CE7,메가MGC커피 종합운동장점,음식점 > 카페 > 커피전문점 > 메가MGC커피,서울 송파구 올림픽로8길 11,127.08031648781626,37.51078634835335,714,02-425-2221,http://place.map.kakao.com/2858091,2858091,N,KAKAO_LOCAL_API
KKO_JAMSIL_057,JAMSIL,잠실야구장,카페,CE7,투썸플레이스 잠실신천점,음식점 > 카페 > 커피전문점 > 투썸플레이스,서울 송파구 백제고분로7길 9,127.07985811566279,37.51051095183533,720,02-415-2344,http://place.map.kakao.com/14981572,14981572,N,KAKAO_LOCAL_API
KKO_JAMSIL_058,JAMSIL,잠실야구장,카페,CE7,퀸즈라이브7080,음식점 > 카페 > 테마카페 > 라이브카페,서울 송파구 백제고분로7길 6,127.07945067179955,37.51026164839849,728,02-420-3334,http://place.map.kakao.com/988079894,988079894,N,KAKAO_LOCAL_API
KKO_JAMSIL_059,JAMSIL,잠실야구장,카페,CE7,커피빈 신천역점,음식점 > 카페 > 커피전문점 > 커피빈,서울 송파구 올림픽로 100,127.08170279179173,37.51148097282949,730,02-417-8851,http://place.map.kakao.com/26773899,26773899,N,KAKAO_LOCAL_API
KKO_JAMSIL_060,JAMSIL,잠실야구장,카페,CE7,달빛정거장,"가정,생활 > 여가시설 > 만화방 > 만화카페",서울 송파구 백제고분로7길 8,127.07963957915346,37.51028224428449,733,02-413-4252,http://place.map.kakao.com/463852691,463852691,N,KAKAO_LOCAL_API
KKO_JAMSIL_061,JAMSIL,잠실야구장,카페,CE7,룸메이트,음식점 > 카페 > 테마카페,서울 송파구 올림픽로12길 4-25,127.081352874131,37.511096485576,741,,http://place.map.kakao.com/1597402176,1597402176,N,KAKAO_LOCAL_API
KKO_JAMSIL_062,JAMSIL,잠실야구장,카페,CE7,데이롱카페 잠실새내점,음식점 > 카페 > 테마카페 > 무인카페 > 데이롱카페,서울 송파구 올림픽로8길 20,127.07995733026131,37.510212652283435,753,,http://place.map.kakao.com/1330239182,1330239182,N,KAKAO_LOCAL_API
KKO_JAMSIL_063,JAMSIL,잠실야구장,카페,CE7,셜록홈즈 잠실1호점,음식점 > 카페 > 테마카페,서울 송파구 백제고분로7길 19,127.080942993626,37.5106931172678,754,02-422-0053,http://place.map.kakao.com/1468583272,1468583272,N,KAKAO_LOCAL_API
KKO_JAMSIL_064,JAMSIL,잠실야구장,카페,CE7,아지트보드게임카페,"가정,생활 > 여가시설 > 보드카페",서울 송파구 올림픽로12길 4-23,127.081658292406,37.5111251069653,756,02-412-2848,http://place.map.kakao.com/528293016,528293016,N,KAKAO_LOCAL_API
KKO_JAMSIL_065,JAMSIL,잠실야구장,카페,CE7,캣툰 잠실새내점,"가정,생활 > 여가시설 > 만화방 > 만화카페 > 캣툰",서울 송파구 올림픽로10길 9,127.081240581569,37.5108037364847,760,02-2088-1964,http://place.map.kakao.com/1282484038,1282484038,N,KAKAO_LOCAL_API
KKO_JAMSIL_066,JAMSIL,잠실야구장,카페,CE7,보드게임카페 잠실새내점,"가정,생활 > 여가시설 > 보드카페",서울 송파구 올림픽로10길 9,127.081237185466,37.5108010358147,760,02-420-3799,http://place.map.kakao.com/1221252868,1221252868,N,KAKAO_LOCAL_API
KKO_JAMSIL_067,JAMSIL,잠실야구장,카페,CE7,홈즈앤루팡24 오티티 보드게임 플러스 잠실새내점,"가정,생활 > 여가시설 > 보드카페 > 홈즈앤루팡",서울 송파구 백제고분로7길 25,127.08169412307886,37.510791710624645,786,0503-7152-8198,http://place.map.kakao.com/1817024920,1817024920,N,KAKAO_LOCAL_API
KKO_JAMSIL_068,JAMSIL,잠실야구장,카페,CE7,벌툰 엔틱 잠실새내점,"가정,생활 > 여가시설 > 만화방 > 만화카페 > 벌툰",서울 송파구 백제고분로7길 27,127.08189778634174,37.51085824391266,793,010-5126-5860,http://place.map.kakao.com/1609818137,1609818137,N,KAKAO_LOCAL_API
KKO_JAMSIL_069,JAMSIL,잠실야구장,카페,CE7,하라핸즈커피,음식점 > 카페,서울 송파구 올림픽로12길 4-15,127.082269018893,37.5110814349824,797,,http://place.map.kakao.com/526081914,526081914,N,KAKAO_LOCAL_API
KKO_JAMSIL_070,JAMSIL,잠실야구장,카페,CE7,콩당콩당,음식점 > 카페 > 커피전문점,서울 송파구 올림픽로4길 17,127.076697459117,37.508926377572,810,02-2203-1214,http://place.map.kakao.com/1692075386,1692075386,N,KAKAO_LOCAL_API
KKO_JAMSIL_071,JAMSIL,잠실야구장,카페,CE7,커피베이 잠실새내점,음식점 > 카페 > 커피전문점 > 커피베이,서울 송파구 백제고분로7길 28,127.08193373006772,37.51062936390149,814,02-6925-1028,http://place.map.kakao.com/1604300709,1604300709,N,KAKAO_LOCAL_API
KKO_JAMSIL_072,JAMSIL,잠실야구장,카페,CE7,놀숲 잠실새내점,"가정,생활 > 여가시설 > 만화방 > 만화카페 > 놀숲",서울 송파구 올림픽로12길 4,127.08281097985144,37.511245940029234,819,02-420-9888,http://place.map.kakao.com/1409580447,1409580447,N,KAKAO_LOCAL_API
KKO_JAMSIL_073,JAMSIL,잠실야구장,카페,CE7,하우스서울,음식점 > 카페,서울 송파구 백제고분로9길 5,127.079656719442,37.5093821293364,824,02-6000-6722,http://place.map.kakao.com/957718512,957718512,N,KAKAO_LOCAL_API
KKO_JAMSIL_074,JAMSIL,잠실야구장,카페,CE7,도화서가 신천점,음식점 > 카페,서울 송파구 백제고분로9길 9,127.080122841365,37.5095079547074,829,070-4334-7542,http://place.map.kakao.com/352237120,352237120,N,KAKAO_LOCAL_API
KKO_JAMSIL_075,JAMSIL,잠실야구장,카페,CE7,공차 잠실엘스점,음식점 > 카페 > 공차,서울 송파구 올림픽로 119,127.08381289392557,37.512069652116544,833,02-418-0789,http://place.map.kakao.com/2084546455,2084546455,N,KAKAO_LOCAL_API
KKO_JAMSIL_076,JAMSIL,잠실야구장,카페,CE7,테라로사 잠실한강공원점,음식점 > 카페,서울 송파구 잠실동 1-2,127.08482145620465,37.5187480712026,834,1668-2764,http://place.map.kakao.com/983662019,983662019,N,KAKAO_LOCAL_API
KKO_JAMSIL_077,JAMSIL,잠실야구장,카페,CE7,할리스 잠실새내역점,음식점 > 카페 > 커피전문점 > 할리스,서울 송파구 올림픽로12길 8,127.082785819784,37.5109954785106,836,02-416-2085,http://place.map.kakao.com/923199862,923199862,N,KAKAO_LOCAL_API
KKO_JAMSIL_078,JAMSIL,잠실야구장,카페,CE7,어라이브,음식점 > 카페 > 테마카페 > 라이브카페,서울 송파구 올림픽로10길 20,127.081147990451,37.5099027958305,836,,http://place.map.kakao.com/1542386945,1542386945,N,KAKAO_LOCAL_API
KKO_JAMSIL_079,JAMSIL,잠실야구장,카페,CE7,200도,음식점 > 카페 > 테마카페 > 디저트카페,서울 송파구 백제고분로7길 16-19,127.08100413652,37.5097073766155,848,,http://place.map.kakao.com/339820585,339820585,N,KAKAO_LOCAL_API
KKO_JAMSIL_080,JAMSIL,잠실야구장,카페,CE7,신천커피,음식점 > 카페,서울 송파구 백제고분로7길 34,127.082635044007,37.5106829356211,851,,http://place.map.kakao.com/1464610054,1464610054,N,KAKAO_LOCAL_API
KKO_JAMSIL_081,JAMSIL,잠실야구장,카페,CE7,카페제이,음식점 > 카페 > 커피전문점,서울 송파구 올림픽로 119,127.084188454019,37.5121072272061,859,,http://place.map.kakao.com/19722308,19722308,N,KAKAO_LOCAL_API
KKO_JAMSIL_082,JAMSIL,잠실야구장,카페,CE7,말랑슬라임,"가정,생활 > 유아 > 놀이시설 > 키즈카페",서울 송파구 올림픽로 119,127.084165791997,37.5120712031951,859,0502-5550-8785,http://place.map.kakao.com/676703141,676703141,N,KAKAO_LOCAL_API
KKO_JAMSIL_083,JAMSIL,잠실야구장,카페,CE7,더치즈샵 잠실새내점,음식점 > 카페 > 테마카페 > 디저트카페,서울 송파구 올림픽로 119,127.084183905422,37.5120856063515,860,,http://place.map.kakao.com/855268969,855268969,N,KAKAO_LOCAL_API
KKO_JAMSIL_084,JAMSIL,잠실야구장,카페,CE7,룸카페바니 잠실점,음식점 > 카페 > 테마카페,서울 송파구 올림픽로10길 21,127.081451013441,37.5098133878359,860,,http://place.map.kakao.com/1344660600,1344660600,N,KAKAO_LOCAL_API
KKO_JAMSIL_085,JAMSIL,잠실야구장,카페,CE7,엘스카페,음식점 > 카페,서울 송파구 올림픽로 119,127.084188429731,37.5120856031269,860,,http://place.map.kakao.com/783310123,783310123,N,KAKAO_LOCAL_API
KKO_JAMSIL_086,JAMSIL,잠실야구장,카페,CE7,요거트아이스크림의정석 잠실새내점,음식점 > 카페 > 테마카페 > 디저트카페 > 요거트아이스크림의정석,서울 송파구 올림픽로 119,127.08418616656424,37.5120847037359,860,010-9907-8299,http://place.map.kakao.com/154757322,154757322,N,KAKAO_LOCAL_API
KKO_JAMSIL_087,JAMSIL,잠실야구장,카페,CE7,더코너커피,음식점 > 카페,서울 송파구 올림픽로 119,127.084188316522,37.5120855131072,860,,http://place.map.kakao.com/1970481891,1970481891,N,KAKAO_LOCAL_API
KKO_JAMSIL_088,JAMSIL,잠실야구장,카페,CE7,매머드익스프레스 잠실엘스점,음식점 > 카페 > 커피전문점 > 매머드익스프레스,서울 송파구 올림픽로 119,127.084186166564,37.5120847037359,860,,http://place.map.kakao.com/2112332086,2112332086,N,KAKAO_LOCAL_API
KKO_JAMSIL_089,JAMSIL,잠실야구장,카페,CE7,소림사 잠실엘스점,음식점 > 카페 > 테마카페 > 디저트카페,서울 송파구 올림픽로 119,127.084186166564,37.512084703729,860,,http://place.map.kakao.com/300044404,300044404,N,KAKAO_LOCAL_API
KKO_JAMSIL_090,JAMSIL,잠실야구장,카페,CE7,모엔플라워커피,음식점 > 카페,서울 송파구 올림픽로 119,127.084188429731,37.5120856031269,860,,http://place.map.kakao.com/1330278296,1330278296,N,KAKAO_LOCAL_API
KKO_JAMSIL_091,JAMSIL,잠실야구장,관광명소,AT4,황톳길,"여행 > 관광,명소 > 도보여행",서울 송파구 잠실동 16,127.080130350668,37.5165321760488,372,,http://place.map.kakao.com/1851128581,1851128581,N,KAKAO_LOCAL_API
KKO_JAMSIL_092,JAMSIL,잠실야구장,관광명소,AT4,송파둘레길 한강길,"여행 > 관광,명소 > 도보여행 > 둘레길",서울 송파구 잠실동 1-1,127.08649422379914,37.518535122371766,968,,http://place.map.kakao.com/42793206,42793206,N,KAKAO_LOCAL_API
KKO_JAMSIL_093,JAMSIL,잠실야구장,관광명소,AT4,서울테마산책길 뚝섬숲속길,"여행 > 관광,명소 > 도보여행",서울 광진구 자양동 112,127.07215999249094,37.52795842248039,1347,,http://place.map.kakao.com/1787052534,1787052534,N,KAKAO_LOCAL_API
KKO_JAMSIL_094,JAMSIL,잠실야구장,관광명소,AT4,서울명예도로 무역대로,"여행 > 관광,명소 > 도보여행",서울 강남구 삼성동 111-8,127.06280889280914,37.509511221879244,1377,,http://place.map.kakao.com/692931196,692931196,N,KAKAO_LOCAL_API
KKO_JAMSIL_095,JAMSIL,잠실야구장,관광명소,AT4,서울명예도로 아셈길,"여행 > 관광,명소 > 도보여행",서울 강남구 삼성동 159-4,127.05785583734026,37.5106742454568,1712,,http://place.map.kakao.com/991740014,991740014,N,KAKAO_LOCAL_API
KKO_JAMSIL_096,JAMSIL,잠실야구장,관광명소,AT4,뚝섬한강공원 눈썰매장,"스포츠,레저 > 스포츠시설 > 눈썰매장",서울 광진구 자양동 112,127.06694190913146,37.52999235289054,1725,02-452-5955,http://place.map.kakao.com/468812452,468812452,N,KAKAO_LOCAL_API
KKO_JAMSIL_097,JAMSIL,잠실야구장,관광명소,AT4,우리유황온천,"여행 > 관광,명소 > 온천",서울 광진구 자양로5길 33,127.0839016807752,37.53075638299484,1762,02-3436-0005,http://place.map.kakao.com/11789318,11789318,N,KAKAO_LOCAL_API
