record_id,stadium_code,stadium_name,home_team,content_type,content_name,floor,location,official_description,operating_condition,evidence_type,evidence_subtype,source_id,source_url,verified_at,status,notes,content
A011,JAMSIL,잠실야구장,"LG, DOOSAN",RETAIL,구단 상품샵,2층,B22,홈 구단 상품 매장,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S12,https://www.doosanbears.com/bears/stadium,2026-09-04,CONFIRMED,,"[잠실야구장] stadium_code: JAMSIL / stadium_name: 잠실야구장 / home_team: LG, DOOSAN / content_type: RETAIL / content_name: 구단 상품샵 / floor: 2층 / location: B22 / official_description: 홈 구단 상품 매장"
A012,JAMSIL,잠실야구장,"LG, DOOSAN",RETAIL,구단 상품샵,2층,B23,홈 구단 상품 매장,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S12,https://www.doosanbears.com/bears/stadium,2026-09-04,CONFIRMED,,"[잠실야구장] stadium_code: JAMSIL / stadium_name: 잠실야구장 / home_team: LG, DOOSAN / content_type: RETAIL / content_name: 구단 상품샵 / floor: 2층 / location: B23 / official_description: 홈 구단 상품 매장"
A013,JAMSIL,잠실야구장,"LG, DOOSAN",CHILDREN,놀이방,2.5층,C02,어린이 놀이 공간,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S12,https://www.doosanbears.com/bears/stadium,2026-09-04,CONFIRMED,,"[잠실야구장] stadium_code: JAMSIL / stadium_name: 잠실야구장 / home_team: LG, DOOSAN / content_type: CHILDREN / content_name: 놀이방 / floor: 2.5층 / location: C02 / official_description: 어린이 놀이 공간"
A014,GOCHEOK,고척스카이돔,KIWOOM,RETAIL,히어로즈 용품점,내야 2층,7번 통로 맞은편,선수 레플리카·모자·응원도구,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,,[고척스카이돔] stadium_code: GOCHEOK / stadium_name: 고척스카이돔 / home_team: KIWOOM / content_type: RETAIL / content_name: 히어로즈 용품점 / floor: 내야 2층 / location: 7번 통로 맞은편 / official_description: 선수 레플리카·모자·응원도구
A015,GOCHEOK,고척스카이돔,KIWOOM,RETAIL,원정용품점,내야 2층,7번 통로 맞은편,선수 레플리카·모자·응원도구,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,,[고척스카이돔] stadium_code: GOCHEOK / stadium_name: 고척스카이돔 / home_team: KIWOOM / content_type: RETAIL / content_name: 원정용품점 / floor: 내야 2층 / location: 7번 통로 맞은편 / official_description: 선수 레플리카·모자·응원도구
A016,SUWON,수원 KT 위즈파크,KT,CHILDREN,키즈존,1층,안내도 표기 위치,어린이 공간,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / content_type: CHILDREN / content_name: 키즈존 / floor: 1층 / location: 안내도 표기 위치 / official_description: 어린이 공간
A017,SUWON,수원 KT 위즈파크,KT,EXPERIENCE,위즈베팅존,1층,위즈홀 인근,배팅 체험 공간,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / content_type: EXPERIENCE / content_name: 위즈베팅존 / floor: 1층 / location: 위즈홀 인근 / official_description: 배팅 체험 공간
A018,SUWON,수원 KT 위즈파크,KT,RETAIL,원정 팀스토어,1층,외부,원정팀 상품 매장,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / content_type: RETAIL / content_name: 원정 팀스토어 / floor: 1층 / location: 외부 / official_description: 원정팀 상품 매장
A019,SUWON,수원 KT 위즈파크,KT,RETAIL,팀스토어,1층,위즈홀 인근,KT 위즈 상품 매장,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / content_type: RETAIL / content_name: 팀스토어 / floor: 1층 / location: 위즈홀 인근 / official_description: KT 위즈 상품 매장
A020,SUWON,수원 KT 위즈파크,KT,CHILDREN,미니빅또리 그라운드(키즈카페),2층,안내도 표기 위치,키즈카페,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / content_type: CHILDREN / content_name: 미니빅또리 그라운드(키즈카페) / floor: 2층 / location: 안내도 표기 위치 / official_description: 키즈카페
A021,SUWON,수원 KT 위즈파크,KT,EXPERIENCE,야구광의 시 / Kpop 아카데미,2층,안내도 표기 위치,체험·아카데미 공간,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / content_type: EXPERIENCE / content_name: 야구광의 시 / Kpop 아카데미 / floor: 2층 / location: 안내도 표기 위치 / official_description: 체험·아카데미 공간
A022,SUWON,수원 KT 위즈파크,KT,CHILDREN,키즈존,2층,안내도 표기 위치,어린이 공간,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / content_type: CHILDREN / content_name: 키즈존 / floor: 2층 / location: 안내도 표기 위치 / official_description: 어린이 공간
A023,SUWON,수원 KT 위즈파크,KT,CHILDREN,키즈존,5층,안내도 표기 위치,어린이 공간,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / content_type: CHILDREN / content_name: 키즈존 / floor: 5층 / location: 안내도 표기 위치 / official_description: 어린이 공간
A024,GWANGJU,광주-기아 챔피언스필드,KIA,CHILDREN,키즈 챔피언스 필드,,외야·8출입구 방향,어린이 체험 공간,,OFFICIAL,OFFICIAL_GUIDE_MAP,S07,https://tigers.co.kr/tigers/champions-field/facility-guide,2026-09-04,CONFIRMED,,[광주-KIA 챔피언스 필드] stadium_code: GWANGJU / stadium_name: 광주-기아 챔피언스필드 / home_team: KIA / content_type: CHILDREN / content_name: 키즈 챔피언스 필드 / location: 외야·8출입구 방향 / official_description: 어린이 체험 공간
A025,GWANGJU,광주-기아 챔피언스필드,KIA,CHILDREN,샌드파크,,외야·8출입구 방향,모래 놀이 공간,,OFFICIAL,OFFICIAL_GUIDE_MAP,S07,https://tigers.co.kr/tigers/champions-field/facility-guide,2026-09-04,CONFIRMED,,[광주-KIA 챔피언스 필드] stadium_code: GWANGJU / stadium_name: 광주-기아 챔피언스필드 / home_team: KIA / content_type: CHILDREN / content_name: 샌드파크 / location: 외야·8출입구 방향 / official_description: 모래 놀이 공간
A026,GWANGJU,광주-기아 챔피언스필드,KIA,HISTORY,타이거즈 역사관,,외야 방향,구단 역사 전시,홈경기에만 운영,OFFICIAL,OFFICIAL_GUIDE_MAP,S07,https://tigers.co.kr/tigers/champions-field/facility-guide,2026-09-04,CONFIRMED,,[광주-KIA 챔피언스 필드] stadium_code: GWANGJU / stadium_name: 광주-기아 챔피언스필드 / home_team: KIA / content_type: HISTORY / content_name: 타이거즈 역사관 / location: 외야 방향 / official_description: 구단 역사 전시 / operating_condition: 홈경기에만 운영
A027,GWANGJU,광주-기아 챔피언스필드,KIA,RETAIL,팀스토어,,3루 외부,구단 상품 매장,,OFFICIAL,OFFICIAL_GUIDE_MAP,S07,https://tigers.co.kr/tigers/champions-field/facility-guide,2026-09-04,CONFIRMED,,[광주-KIA 챔피언스 필드] stadium_code: GWANGJU / stadium_name: 광주-기아 챔피언스필드 / home_team: KIA / content_type: RETAIL / content_name: 팀스토어 / location: 3루 외부 / official_description: 구단 상품 매장
A028,DAEJEON,대전 한화생명 볼파크,HANWHA,EXPERIENCE,스플래쉬 자쿠지(인피니티 풀),,1루 내야,자쿠지형 관람 콘텐츠,,OFFICIAL,OFFICIAL_FACILITY_GUIDE,S05,https://www.hanwhaeagles.co.kr/MN/EP/MNEPPI01.do,2026-09-04,CONFIRMED,,[대전 한화생명 볼파크] stadium_code: DAEJEON / stadium_name: 대전 한화생명 볼파크 / home_team: HANWHA / content_type: EXPERIENCE / content_name: 스플래쉬 자쿠지(인피니티 풀) / location: 1루 내야 / official_description: 자쿠지형 관람 콘텐츠
A029,DAEJEON,대전 한화생명 볼파크,HANWHA,EXPERIENCE,스플래쉬 카라반(인피니티 풀),,1루 내야,카라반형 관람 콘텐츠,,OFFICIAL,OFFICIAL_FACILITY_GUIDE,S05,https://www.hanwhaeagles.co.kr/MN/EP/MNEPPI01.do,2026-09-04,CONFIRMED,,[대전 한화생명 볼파크] stadium_code: DAEJEON / stadium_name: 대전 한화생명 볼파크 / home_team: HANWHA / content_type: EXPERIENCE / content_name: 스플래쉬 카라반(인피니티 풀) / location: 1루 내야 / official_description: 카라반형 관람 콘텐츠
A030,DAEJEON,대전 한화생명 볼파크,HANWHA,HOSPITALITY,이닝스 VIP 바 & 룸/테라스,,내야,바·룸·테라스형 관람 공간,,OFFICIAL,OFFICIAL_FACILITY_GUIDE,S05,https://www.hanwhaeagles.co.kr/MN/EP/MNEPPI01.do,2026-09-04,CONFIRMED,,[대전 한화생명 볼파크] stadium_code: DAEJEON / stadium_name: 대전 한화생명 볼파크 / home_team: HANWHA / content_type: HOSPITALITY / content_name: 이닝스 VIP 바 & 룸/테라스 / location: 내야 / official_description: 바·룸·테라스형 관람 공간
A031,DAEJEON,대전 한화생명 볼파크,HANWHA,RETAIL,팬샵/마킹샵,2층,공식 편의시설 안내,구단 상품·마킹 매장,,OFFICIAL,OFFICIAL_FACILITY_GUIDE,S05,https://www.hanwhaeagles.co.kr/MN/EP/MNEPPI01.do,2026-09-04,CONFIRMED,,[대전 한화생명 볼파크] stadium_code: DAEJEON / stadium_name: 대전 한화생명 볼파크 / home_team: HANWHA / content_type: RETAIL / content_name: 팬샵/마킹샵 / floor: 2층 / location: 공식 편의시설 안내 / official_description: 구단 상품·마킹 매장
A032,DAEGU,대구 삼성 라이온즈파크,SAMSUNG,RETAIL,어센틱샵,,공식 안내도 표기 위치,공식 유니폼·상품 매장,,OFFICIAL,OFFICIAL_FACILITY_GUIDE,S06,https://www.samsunglions.com/intro/intro05_4.asp,2026-09-04,CONFIRMED,,[대구 삼성 라이온즈 파크] stadium_code: DAEGU / stadium_name: 대구 삼성 라이온즈파크 / home_team: SAMSUNG / content_type: RETAIL / content_name: 어센틱샵 / location: 공식 안내도 표기 위치 / official_description: 공식 유니폼·상품 매장
A033,DAEGU,대구 삼성 라이온즈파크,SAMSUNG,RETAIL,레플리카 버리즈샵,,공식 안내도 표기 위치,레플리카·상품 매장,,OFFICIAL,OFFICIAL_FACILITY_GUIDE,S06,https://www.samsunglions.com/intro/intro05_4.asp,2026-09-04,CONFIRMED,,[대구 삼성 라이온즈 파크] stadium_code: DAEGU / stadium_name: 대구 삼성 라이온즈파크 / home_team: SAMSUNG / content_type: RETAIL / content_name: 레플리카 버리즈샵 / location: 공식 안내도 표기 위치 / official_description: 레플리카·상품 매장
A034,DAEGU,대구 삼성 라이온즈파크,SAMSUNG,CHILDREN,라팍 어린이 놀이터,3층,TC-2·TC-3 구역 뒤,"4~7세 어린이 이용, 보호자 동반 필수",,OFFICIAL,OFFICIAL_FACILITY_GUIDE,S06,https://www.samsunglions.com/intro/intro05_4.asp,2026-09-04,CONFIRMED,,"[대구 삼성 라이온즈 파크] stadium_code: DAEGU / stadium_name: 대구 삼성 라이온즈파크 / home_team: SAMSUNG / content_type: CHILDREN / content_name: 라팍 어린이 놀이터 / floor: 3층 / location: TC-2·TC-3 구역 뒤 / official_description: 4~7세 어린이 이용, 보호자 동반 필수"
A035,SAJIK,사직야구장,LOTTE,RETAIL,프로페셔널샵,1층,중앙출입구 오른편,상시 영업 자이언츠샵,시즌 홈경기일 12:00~경기 종료 30분 후(14시 경기 11:00~); 비경기일 10:00~19:00; 월요일 휴무,OFFICIAL,OFFICIAL_GUIDE_PAGE,S09,https://www.giantsclub.com/html/?pcode=367,2026-09-04,CONFIRMED,,[사직야구장] stadium_code: SAJIK / stadium_name: 사직야구장 / home_team: LOTTE / content_type: RETAIL / content_name: 프로페셔널샵 / floor: 1층 / location: 중앙출입구 오른편 / official_description: 상시 영업 자이언츠샵 / operating_condition: 시즌 홈경기일 12:00~경기 종료 30분 후(14시 경기 11:00~); 비경기일 10:00~19:00; 월요일 휴무
A036,SAJIK,사직야구장,LOTTE,RETAIL,유니폼샵,1층,광장 내 1루측 컨테이너,상시 영업 자이언츠샵,프로페셔널샵과 동일,OFFICIAL,OFFICIAL_GUIDE_PAGE,S09,https://www.giantsclub.com/html/?pcode=367,2026-09-04,CONFIRMED,,[사직야구장] stadium_code: SAJIK / stadium_name: 사직야구장 / home_team: LOTTE / content_type: RETAIL / content_name: 유니폼샵 / floor: 1층 / location: 광장 내 1루측 컨테이너 / official_description: 상시 영업 자이언츠샵 / operating_condition: 프로페셔널샵과 동일
A037,SAJIK,사직야구장,LOTTE,RETAIL,콜라보샵,1층,광장 내 3루측 컨테이너,상시 영업 자이언츠샵,프로페셔널샵과 동일,OFFICIAL,OFFICIAL_GUIDE_PAGE,S09,https://www.giantsclub.com/html/?pcode=367,2026-09-04,CONFIRMED,,[사직야구장] stadium_code: SAJIK / stadium_name: 사직야구장 / home_team: LOTTE / content_type: RETAIL / content_name: 콜라보샵 / floor: 1층 / location: 광장 내 3루측 컨테이너 / official_description: 상시 영업 자이언츠샵 / operating_condition: 프로페셔널샵과 동일
A038,SAJIK,사직야구장,LOTTE,RETAIL,패션샵,3층,중앙출입구 입장 후 왼쪽(3루),홈경기일 영업매장,"평일 화~목 경기 1시간 전, 금요일 2시간 전, 주말·공휴일 3시간 전부터 경기 종료 30분 후까지",OFFICIAL,OFFICIAL_GUIDE_PAGE,S10,https://www.giantsclub.com/html/?pcode=917,2026-09-04,CONFIRMED,,"[사직야구장] stadium_code: SAJIK / stadium_name: 사직야구장 / home_team: LOTTE / content_type: RETAIL / content_name: 패션샵 / floor: 3층 / location: 중앙출입구 입장 후 왼쪽(3루) / official_description: 홈경기일 영업매장 / operating_condition: 평일 화~목 경기 1시간 전, 금요일 2시간 전, 주말·공휴일 3시간 전부터 경기 종료 30분 후까지"
A039,SAJIK,사직야구장,LOTTE,RETAIL,치어샵,2층,드림게이트 입구 안쪽(1~2게이트),홈경기일 영업매장,패션샵과 동일,OFFICIAL,OFFICIAL_GUIDE_PAGE,S10,https://www.giantsclub.com/html/?pcode=917,2026-09-04,CONFIRMED,,[사직야구장] stadium_code: SAJIK / stadium_name: 사직야구장 / home_team: LOTTE / content_type: RETAIL / content_name: 치어샵 / floor: 2층 / location: 드림게이트 입구 안쪽(1~2게이트) / official_description: 홈경기일 영업매장 / operating_condition: 패션샵과 동일
A040,SAJIK,사직야구장,LOTTE,RETAIL,마킹스테이션,1층,광장 내 1루측 컨테이너 뒤편,홈경기일 마킹 매장,홈경기일 12:00~경기 종료 30분 후(14시 경기 11:00~),OFFICIAL,OFFICIAL_GUIDE_PAGE,S10,https://www.giantsclub.com/html/?pcode=917,2026-09-04,CONFIRMED,,[사직야구장] stadium_code: SAJIK / stadium_name: 사직야구장 / home_team: LOTTE / content_type: RETAIL / content_name: 마킹스테이션 / floor: 1층 / location: 광장 내 1루측 컨테이너 뒤편 / official_description: 홈경기일 마킹 매장 / operating_condition: 홈경기일 12:00~경기 종료 30분 후(14시 경기 11:00~)
A041,CHANGWON,창원 NC파크,NC,RETAIL,공룡상회,2층,3루 측,NC 다이노스 스토어,,OFFICIAL,OFFICIAL_GUIDE_MAP,S11,https://www.ncdinos.com/dinos/stadium.do,2026-09-04,CONFIRMED,,[창원 NC 파크] stadium_code: CHANGWON / stadium_name: 창원 NC파크 / home_team: NC / content_type: RETAIL / content_name: 공룡상회 / floor: 2층 / location: 3루 측 / official_description: NC 다이노스 스토어
A042,CHANGWON,창원 NC파크,NC,RETAIL,다이노스몰,2층,3루 측 상업시설,NC 다이노스 상품 공간,,OFFICIAL,OFFICIAL_GUIDE_MAP,S11,https://www.ncdinos.com/dinos/stadium.do,2026-09-04,CONFIRMED,,[창원 NC 파크] stadium_code: CHANGWON / stadium_name: 창원 NC파크 / home_team: NC / content_type: RETAIL / content_name: 다이노스몰 / floor: 2층 / location: 3루 측 상업시설 / official_description: NC 다이노스 상품 공간
A043,GOCHEOK,고척스카이돔,KIWOOM,PHOTOZONE,야구선수 사인 포토존,지하 1층,공식 매력맵 표기,야구선수 사인 테마 포토존,공식 시설공단 콘텐츠에 게시,OFFICIAL,OFFICIAL_FACILITY_CONTENT,S16,https://sisul.or.kr/open_content/main/bbs/bbsMsgDetail.do?bcd=report&msg_seq=905,2026-09-04,CONFIRMED,2024 공개 콘텐츠이며 2026-09-04 공식 페이지 재확인,[고척스카이돔] stadium_code: GOCHEOK / stadium_name: 고척스카이돔 / home_team: KIWOOM / content_type: PHOTOZONE / content_name: 야구선수 사인 포토존 / floor: 지하 1층 / location: 공식 매력맵 표기 / official_description: 야구선수 사인 테마 포토존 / operating_condition: 공식 시설공단 콘텐츠에 게시 / notes: 2024 공개 콘텐츠이며 2026-09-04 공식 페이지 재확인
A044,GOCHEOK,고척스카이돔,KIWOOM,PHOTOZONE,트릭아트 포토존,야외,야외광장,야구팬 대상 트릭아트 포토존,"2025-07 조성, 공식 페이지 2026-09-04 재확인",OFFICIAL,OFFICIAL_FACILITY_PRESS,S15,https://www.sisul.or.kr/open_content/main/bbs/bbsMsgDetail.do?bcd=report&msg_seq=944&pgno=1,2026-09-04,CONFIRMED,,"[고척스카이돔] stadium_code: GOCHEOK / stadium_name: 고척스카이돔 / home_team: KIWOOM / content_type: PHOTOZONE / content_name: 트릭아트 포토존 / floor: 야외 / location: 야외광장 / official_description: 야구팬 대상 트릭아트 포토존 / operating_condition: 2025-07 조성, 공식 페이지 2026-09-04 재확인"
A045,GOCHEOK,고척스카이돔,KIWOOM,PHOTOZONE,Seoul My Soul 포토존,야외,야외광장,서울 브랜드 포토존,공식 시설공단 콘텐츠에 게시,OFFICIAL,OFFICIAL_FACILITY_CONTENT,S16,https://sisul.or.kr/open_content/main/bbs/bbsMsgDetail.do?bcd=report&msg_seq=905,2026-09-04,CONFIRMED,,[고척스카이돔] stadium_code: GOCHEOK / stadium_name: 고척스카이돔 / home_team: KIWOOM / content_type: PHOTOZONE / content_name: Seoul My Soul 포토존 / floor: 야외 / location: 야외광장 / official_description: 서울 브랜드 포토존 / operating_condition: 공식 시설공단 콘텐츠에 게시
A046,GOCHEOK,고척스카이돔,KIWOOM,PHOTOZONE,캐릭터 포토월,1층,공식 매력맵 표기,캐릭터 테마 포토월,공식 시설공단 콘텐츠에 게시,OFFICIAL,OFFICIAL_FACILITY_CONTENT,S16,https://sisul.or.kr/open_content/main/bbs/bbsMsgDetail.do?bcd=report&msg_seq=905,2026-09-04,CONFIRMED,,[고척스카이돔] stadium_code: GOCHEOK / stadium_name: 고척스카이돔 / home_team: KIWOOM / content_type: PHOTOZONE / content_name: 캐릭터 포토월 / floor: 1층 / location: 공식 매력맵 표기 / official_description: 캐릭터 테마 포토월 / operating_condition: 공식 시설공단 콘텐츠에 게시
A047,GOCHEOK,고척스카이돔,KIWOOM,HISTORY,문화 야구 갤러리,2층,2층 복도,고척돔 개장 이후 주요 행사·MLB 서울시리즈 사진 전시,공식 시설공단 콘텐츠에 게시,OFFICIAL,OFFICIAL_FACILITY_CONTENT,S16,https://sisul.or.kr/open_content/main/bbs/bbsMsgDetail.do?bcd=report&msg_seq=905,2026-09-04,CONFIRMED,,[고척스카이돔] stadium_code: GOCHEOK / stadium_name: 고척스카이돔 / home_team: KIWOOM / content_type: HISTORY / content_name: 문화 야구 갤러리 / floor: 2층 / location: 2층 복도 / official_description: 고척돔 개장 이후 주요 행사·MLB 서울시리즈 사진 전시 / operating_condition: 공식 시설공단 콘텐츠에 게시
A048,GOCHEOK,고척스카이돔,KIWOOM,EXPERIENCE,4색 매력정원,야외,고척돔 외부 유휴공간,플라워가든·로즈아치·안개정원 등 휴식·체험 공간,"2025-07 조성, 공식 페이지 2026-09-04 재확인",OFFICIAL,OFFICIAL_FACILITY_PRESS,S15,https://www.sisul.or.kr/open_content/main/bbs/bbsMsgDetail.do?bcd=report&msg_seq=944&pgno=1,2026-09-04,CONFIRMED,,"[고척스카이돔] stadium_code: GOCHEOK / stadium_name: 고척스카이돔 / home_team: KIWOOM / content_type: EXPERIENCE / content_name: 4색 매력정원 / floor: 야외 / location: 고척돔 외부 유휴공간 / official_description: 플라워가든·로즈아치·안개정원 등 휴식·체험 공간 / operating_condition: 2025-07 조성, 공식 페이지 2026-09-04 재확인"
A049,MUNHAK,인천 SSG 랜더스필드,SSG,EXPERIENCE,프론티어 스테이지,,프론티어 스퀘어,경기 전후 팬 콘텐츠를 위한 상설 무대,2026 시즌 운영,OFFICIAL,OFFICIAL_TEAM_PRESS,S17,https://www.ssglanders.com/media/news/detail?idx=19859,2026-09-04,CONFIRMED,,[인천 SSG 랜더스필드] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / home_team: SSG / content_type: EXPERIENCE / content_name: 프론티어 스테이지 / location: 프론티어 스퀘어 / official_description: 경기 전후 팬 콘텐츠를 위한 상설 무대 / operating_condition: 2026 시즌 운영
A050,MUNHAK,인천 SSG 랜더스필드,SSG,PHOTOZONE,대형 에어벌룬 포토존,,프론티어 스퀘어,구단 마스코트·깜자 캐릭터 대형 에어벌룬 포토존,2026 시즌,OFFICIAL,OFFICIAL_TEAM_PRESS,S17,https://www.ssglanders.com/media/news/detail?idx=19859,2026-09-04,CONFIRMED,,[인천 SSG 랜더스필드] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / home_team: SSG / content_type: PHOTOZONE / content_name: 대형 에어벌룬 포토존 / location: 프론티어 스퀘어 / official_description: 구단 마스코트·깜자 캐릭터 대형 에어벌룬 포토존 / operating_condition: 2026 시즌
