record_id,stadium_id,stadium_code,team_code,stadium_name,facility_type,floor,side,nearby_section,nearby_gate,gender,indoor_outdoor,location_detail,source_url,source_grade,source_date,verified_at,status,evidence_type,notes
FAC-037,DAEJEON_HANWHA,DAEJEON,HANWHA,대전 한화생명 볼파크,화장실,1F,1루,1루 205~206,,남,실내,1루 205~206 인접,https://app.hanwhaeagles.co.kr/app/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_APP_LAYER,층·시설 종류는 공식 레이어. 블록은 이미지 핀 판독이므로 '인접/약' 의미 유지.
FAC-038,DAEJEON_HANWHA,DAEJEON,HANWHA,대전 한화생명 볼파크,화장실,1F,1루,1루 209~210,,남,실내,1루 209~210 인접,https://app.hanwhaeagles.co.kr/app/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_APP_LAYER,층·시설 종류는 공식 레이어. 블록은 이미지 핀 판독이므로 '인접/약' 의미 유지.
FAC-039,DAEJEON_HANWHA,DAEJEON,HANWHA,대전 한화생명 볼파크,화장실,1F,외야,외야 502~503,,여,실내,외야 502~503 인접,https://app.hanwhaeagles.co.kr/app/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_APP_LAYER,층·시설 종류는 공식 레이어. 블록은 이미지 핀 판독이므로 '인접/약' 의미 유지.
FAC-040,DAEJEON_HANWHA,DAEJEON,HANWHA,대전 한화생명 볼파크,화장실,1F,3루,3루 221~222,,여,실내,3루 221~222 인접,https://app.hanwhaeagles.co.kr/app/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_APP_LAYER,층·시설 종류는 공식 레이어. 블록은 이미지 핀 판독이므로 '인접/약' 의미 유지.
FAC-041,DAEJEON_HANWHA,DAEJEON,HANWHA,대전 한화생명 볼파크,화장실,1F,3루,3루 218~219,,여,실내,3루 218~219 인접,https://app.hanwhaeagles.co.kr/app/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_APP_LAYER,층·시설 종류는 공식 레이어. 블록은 이미지 핀 판독이므로 '인접/약' 의미 유지.
FAC-042,DAEJEON_HANWHA,DAEJEON,HANWHA,대전 한화생명 볼파크,화장실,1F,3루,3루 214~215,,여,실내,3루 214~215 인접,https://app.hanwhaeagles.co.kr/app/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_APP_LAYER,층·시설 종류는 공식 레이어. 블록은 이미지 핀 판독이므로 '인접/약' 의미 유지.
FAC-043,DAEJEON_HANWHA,DAEJEON,HANWHA,대전 한화생명 볼파크,화장실,1F,1루,1루 202~203,,여,실내,1루 202~203 인접,https://app.hanwhaeagles.co.kr/app/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_APP_LAYER,층·시설 종류는 공식 레이어. 블록은 이미지 핀 판독이므로 '인접/약' 의미 유지.
FAC-044,DAEJEON_HANWHA,DAEJEON,HANWHA,대전 한화생명 볼파크,화장실,1F,1루,1루 204~205,,여,실내,1루 204~205 인접,https://app.hanwhaeagles.co.kr/app/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_APP_LAYER,층·시설 종류는 공식 레이어. 블록은 이미지 핀 판독이므로 '인접/약' 의미 유지.
FAC-045,DAEJEON_HANWHA,DAEJEON,HANWHA,대전 한화생명 볼파크,화장실,1F,1루,1루 205~206,,여,실내,1루 205~206 인접,https://app.hanwhaeagles.co.kr/app/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_APP_LAYER,층·시설 종류는 공식 레이어. 블록은 이미지 핀 판독이므로 '인접/약' 의미 유지.
FAC-046,DAEJEON_HANWHA,DAEJEON,HANWHA,대전 한화생명 볼파크,화장실,1F,1루,1루 209~210,,여,실내,1루 209~210 인접,https://app.hanwhaeagles.co.kr/app/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_APP_LAYER,층·시설 종류는 공식 레이어. 블록은 이미지 핀 판독이므로 '인접/약' 의미 유지.
FAC-047,DAEJEON_HANWHA,DAEJEON,HANWHA,대전 한화생명 볼파크,화장실,2F,3루,3루 222~223,,남,실내,3루 222~223 인접,https://app.hanwhaeagles.co.kr/app/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_APP_LAYER,층·시설 종류는 공식 레이어. 블록은 이미지 핀 판독이므로 '인접/약' 의미 유지.
FAC-048,DAEJEON_HANWHA,DAEJEON,HANWHA,대전 한화생명 볼파크,화장실,2F,3루,3루 215~216,,남,실내,3루 215~216 인접,https://app.hanwhaeagles.co.kr/app/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_APP_LAYER,층·시설 종류는 공식 레이어. 블록은 이미지 핀 판독이므로 '인접/약' 의미 유지.
FAC-049,DAEJEON_HANWHA,DAEJEON,HANWHA,대전 한화생명 볼파크,화장실,2F,1루,1루 201~202,,남,실내,1루 201~202 인접,https://app.hanwhaeagles.co.kr/app/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_APP_LAYER,층·시설 종류는 공식 레이어. 블록은 이미지 핀 판독이므로 '인접/약' 의미 유지.
FAC-050,DAEJEON_HANWHA,DAEJEON,HANWHA,대전 한화생명 볼파크,화장실,2F,1루,1루 209~210,,남,실내,1루 209~210 인접,https://app.hanwhaeagles.co.kr/app/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_APP_LAYER,층·시설 종류는 공식 레이어. 블록은 이미지 핀 판독이므로 '인접/약' 의미 유지.
FAC-051,DAEJEON_HANWHA,DAEJEON,HANWHA,대전 한화생명 볼파크,화장실,2F,3루,3루 222~223,,여,실내,3루 222~223 인접,https://app.hanwhaeagles.co.kr/app/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_APP_LAYER,층·시설 종류는 공식 레이어. 블록은 이미지 핀 판독이므로 '인접/약' 의미 유지.
FAC-052,DAEJEON_HANWHA,DAEJEON,HANWHA,대전 한화생명 볼파크,화장실,2F,3루,3루 214~215,,여,실내,3루 214~215 인접,https://app.hanwhaeagles.co.kr/app/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_APP_LAYER,층·시설 종류는 공식 레이어. 블록은 이미지 핀 판독이므로 '인접/약' 의미 유지.
FAC-053,DAEJEON_HANWHA,DAEJEON,HANWHA,대전 한화생명 볼파크,화장실,2F,1루,1루 203~204,,여,실내,1루 203~204 인접,https://app.hanwhaeagles.co.kr/app/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_APP_LAYER,층·시설 종류는 공식 레이어. 블록은 이미지 핀 판독이므로 '인접/약' 의미 유지.
FAC-054,DAEJEON_HANWHA,DAEJEON,HANWHA,대전 한화생명 볼파크,화장실,2F,1루,1루 210~211,,여,실내,1루 210~211 인접,https://app.hanwhaeagles.co.kr/app/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_APP_LAYER,층·시설 종류는 공식 레이어. 블록은 이미지 핀 판독이므로 '인접/약' 의미 유지.
FAC-055,DAEJEON_HANWHA,DAEJEON,HANWHA,대전 한화생명 볼파크,화장실,3F,3루,3루 상단 328~330,,남,실내,3루 상단 328~330 인접,https://app.hanwhaeagles.co.kr/app/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_APP_LAYER,층·시설 종류는 공식 레이어. 블록은 이미지 핀 판독이므로 '인접/약' 의미 유지.
FAC-056,DAEJEON_HANWHA,DAEJEON,HANWHA,대전 한화생명 볼파크,화장실,3F,1루,1루 상단 301~303,,남,실내,1루 상단 301~303 인접,https://app.hanwhaeagles.co.kr/app/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_APP_LAYER,층·시설 종류는 공식 레이어. 블록은 이미지 핀 판독이므로 '인접/약' 의미 유지.
FAC-057,DAEJEON_HANWHA,DAEJEON,HANWHA,대전 한화생명 볼파크,화장실,3F,,하단 S27~28,,남,실내,하단 S27~28 인접,https://app.hanwhaeagles.co.kr/app/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_APP_LAYER,층·시설 종류는 공식 레이어. 블록은 이미지 핀 판독이므로 '인접/약' 의미 유지.
FAC-058,DAEJEON_HANWHA,DAEJEON,HANWHA,대전 한화생명 볼파크,화장실,3F,,하단 S10~11,,남,실내,하단 S10~11 인접,https://app.hanwhaeagles.co.kr/app/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_APP_LAYER,층·시설 종류는 공식 레이어. 블록은 이미지 핀 판독이므로 '인접/약' 의미 유지.
FAC-059,DAEJEON_HANWHA,DAEJEON,HANWHA,대전 한화생명 볼파크,화장실,3F,3루,3루 상단 328~330,,여,실내,3루 상단 328~330 인접,https://app.hanwhaeagles.co.kr/app/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_APP_LAYER,층·시설 종류는 공식 레이어. 블록은 이미지 핀 판독이므로 '인접/약' 의미 유지.
FAC-060,DAEJEON_HANWHA,DAEJEON,HANWHA,대전 한화생명 볼파크,화장실,3F,1루,1루 상단 303~304,,여,실내,1루 상단 303~304 인접,https://app.hanwhaeagles.co.kr/app/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_APP_LAYER,층·시설 종류는 공식 레이어. 블록은 이미지 핀 판독이므로 '인접/약' 의미 유지.
FAC-061,DAEJEON_HANWHA,DAEJEON,HANWHA,대전 한화생명 볼파크,화장실,3F,,하단 S26~27,,여,실내,하단 S26~27 인접,https://app.hanwhaeagles.co.kr/app/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_APP_LAYER,층·시설 종류는 공식 레이어. 블록은 이미지 핀 판독이므로 '인접/약' 의미 유지.
FAC-062,DAEJEON_HANWHA,DAEJEON,HANWHA,대전 한화생명 볼파크,화장실,3F,,하단 S11~12,,여,실내,하단 S11~12 인접,https://app.hanwhaeagles.co.kr/app/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_APP_LAYER,층·시설 종류는 공식 레이어. 블록은 이미지 핀 판독이므로 '인접/약' 의미 유지.
FAC-063,DAEJEON_HANWHA,DAEJEON,HANWHA,대전 한화생명 볼파크,화장실,4F,1루,1루 상단 402~404,,남,실내,1루 상단 402~404 인접,https://app.hanwhaeagles.co.kr/app/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_APP_LAYER,층·시설 종류는 공식 레이어. 블록은 이미지 핀 판독이므로 '인접/약' 의미 유지.
FAC-064,DAEJEON_HANWHA,DAEJEON,HANWHA,대전 한화생명 볼파크,화장실,4F,3루,3루 하단 420~421,,남,실내,3루 하단 420~421 인접,https://app.hanwhaeagles.co.kr/app/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_APP_LAYER,층·시설 종류는 공식 레이어. 블록은 이미지 핀 판독이므로 '인접/약' 의미 유지.
FAC-065,DAEJEON_HANWHA,DAEJEON,HANWHA,대전 한화생명 볼파크,화장실,4F,1루,1루 하단 410~411,,남,실내,1루 하단 410~411 인접,https://app.hanwhaeagles.co.kr/app/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_APP_LAYER,층·시설 종류는 공식 레이어. 블록은 이미지 핀 판독이므로 '인접/약' 의미 유지.
FAC-066,DAEJEON_HANWHA,DAEJEON,HANWHA,대전 한화생명 볼파크,화장실,4F,1루,1루 상단 403~404,,여,실내,1루 상단 403~404 인접,https://app.hanwhaeagles.co.kr/app/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_APP_LAYER,층·시설 종류는 공식 레이어. 블록은 이미지 핀 판독이므로 '인접/약' 의미 유지.
FAC-067,DAEJEON_HANWHA,DAEJEON,HANWHA,대전 한화생명 볼파크,화장실,4F,3루,3루 하단 420~421,,여,실내,3루 하단 420~421 인접,https://app.hanwhaeagles.co.kr/app/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_APP_LAYER,층·시설 종류는 공식 레이어. 블록은 이미지 핀 판독이므로 '인접/약' 의미 유지.
FAC-068,DAEJEON_HANWHA,DAEJEON,HANWHA,대전 한화생명 볼파크,화장실,4F,1루,1루 하단 410~411,,여,실내,1루 하단 410~411 인접,https://app.hanwhaeagles.co.kr/app/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_APP_LAYER,층·시설 종류는 공식 레이어. 블록은 이미지 핀 판독이므로 '인접/약' 의미 유지.
FAC-069,DAEJEON_HANWHA,DAEJEON,HANWHA,대전 한화생명 볼파크,장애인화장실,1F,,외야 502~503,,공용/미상,실내,외야 502~503 인접,https://app.hanwhaeagles.co.kr/app/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_APP_LAYER,블록은 이미지 핀 판독이므로 정확 경계 대신 인접 권역으로 기록.
FAC-070,DAEJEON_HANWHA,DAEJEON,HANWHA,대전 한화생명 볼파크,장애인화장실,1F,3루,3루 223~224,,공용/미상,실내,3루 223~224 인접,https://app.hanwhaeagles.co.kr/app/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_APP_LAYER,블록은 이미지 핀 판독이므로 정확 경계 대신 인접 권역으로 기록.
FAC-071,DAEJEON_HANWHA,DAEJEON,HANWHA,대전 한화생명 볼파크,장애인화장실,1F,1루,1루 203~204,,공용/미상,실내,1루 203~204 인접,https://app.hanwhaeagles.co.kr/app/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_APP_LAYER,블록은 이미지 핀 판독이므로 정확 경계 대신 인접 권역으로 기록.
FAC-072,DAEJEON_HANWHA,DAEJEON,HANWHA,대전 한화생명 볼파크,장애인화장실,1F,1루,1루 206~207,,공용/미상,실내,1루 206~207 인접,https://app.hanwhaeagles.co.kr/app/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_APP_LAYER,블록은 이미지 핀 판독이므로 정확 경계 대신 인접 권역으로 기록.
FAC-073,DAEJEON_HANWHA,DAEJEON,HANWHA,대전 한화생명 볼파크,장애인화장실,1F,,홈플레이트 중앙 콘코스 2곳,,공용/미상,실내,홈플레이트 중앙 콘코스 2곳 인접,https://app.hanwhaeagles.co.kr/app/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_APP_LAYER,블록은 이미지 핀 판독이므로 정확 경계 대신 인접 권역으로 기록.
FAC-074,DAEJEON_HANWHA,DAEJEON,HANWHA,대전 한화생명 볼파크,장애인화장실,2F,3루,3루 222~223,,공용/미상,실내,3루 222~223 인접,https://app.hanwhaeagles.co.kr/app/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_APP_LAYER,블록은 이미지 핀 판독이므로 정확 경계 대신 인접 권역으로 기록.
FAC-075,DAEJEON_HANWHA,DAEJEON,HANWHA,대전 한화생명 볼파크,장애인화장실,2F,1루,1루 203~204,,공용/미상,실내,1루 203~204 인접,https://app.hanwhaeagles.co.kr/app/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_APP_LAYER,블록은 이미지 핀 판독이므로 정확 경계 대신 인접 권역으로 기록.
FAC-076,DAEJEON_HANWHA,DAEJEON,HANWHA,대전 한화생명 볼파크,장애인화장실,2F,,하단 양측 2곳,,공용/미상,실내,하단 양측 2곳 인접,https://app.hanwhaeagles.co.kr/app/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_APP_LAYER,블록은 이미지 핀 판독이므로 정확 경계 대신 인접 권역으로 기록.
FAC-077,DAEJEON_HANWHA,DAEJEON,HANWHA,대전 한화생명 볼파크,장애인화장실,3F,,하단 양측 2곳,,공용/미상,실내,하단 양측 2곳 인접,https://app.hanwhaeagles.co.kr/app/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_APP_LAYER,블록은 이미지 핀 판독이므로 정확 경계 대신 인접 권역으로 기록.
